date,price18,j_date
2025-02-26T00:00:00,65946,1403/12/08
2025-02-26T00:01:00,65936,1403/12/08
2025-02-26T00:02:00,65903,1403/12/08
2025-02-26T00:03:00,65927,1403/12/08
2025-02-26T00:04:00,65893,1403/12/08
2025-02-26T00:05:00,65930,1403/12/08
2025-02-26T00:06:00,65935,1403/12/08
2025-02-26T00:07:00,65953,1403/12/08
2025-02-26T00:08:00,65947,1403/12/08
2025-02-26T00:09:00,65981,1403/12/08
2025-02-26T00:10:00,66029,1403/12/08
2025-02-26T00:11:00,65996,1403/12/08
2025-02-26T00:12:00,66046,1403/12/08
2025-02-26T00:13:00,66034,1403/12/08
2025-02-26T00:14:00,66036,1403/12/08
2025-02-26T00:15:00,66044,1403/12/08
2025-02-26T00:16:00,65994,1403/12/08
2025-02-26T00:17:00,65997,1403/12/08
2025-02-26T00:18:00,66014,1403/12/08
2025-02-26T00:19:00,65981,1403/12/08
2025-02-26T00:20:00,65992,1403/12/08
2025-02-26T00:21:00,66008,1403/12/08
2025-02-26T00:22:00,65994,1403/12/08
2025-02-26T00:23:00,65956,1403/12/08
2025-02-26T00:24:00,65921,1403/12/08
2025-02-26T00:25:00,65886,1403/12/08
2025-02-26T00:26:00,65839,1403/12/08
2025-02-26T00:27:00,65876,1403/12/08
2025-02-26T00:28:00,65900,1403/12/08
2025-02-26T00:29:00,65930,1403/12/08
2025-02-26T00:30:00,65947,1403/12/08
2025-02-26T00:31:00,65989,1403/12/08
2025-02-26T00:32:00,65947,1403/12/08
2025-02-26T00:33:00,65948,1403/12/08
2025-02-26T00:34:00,65965,1403/12/08
2025-02-26T00:35:00,65968,1403/12/08
2025-02-26T00:36:00,65969,1403/12/08
2025-02-26T00:37:00,65962,1403/12/08
2025-02-26T00:38:00,65984,1403/12/08
2025-02-26T00:39:00,65958,1403/12/08
2025-02-26T00:40:00,65977,1403/12/08
2025-02-26T00:41:00,65969,1403/12/08
2025-02-26T00:42:00,65989,1403/12/08
2025-02-26T00:43:00,65953,1403/12/08
2025-02-26T00:44:00,65959,1403/12/08
2025-02-26T00:45:00,65925,1403/12/08
2025-02-26T00:46:00,65965,1403/12/08
2025-02-26T00:47:00,65952,1403/12/08
2025-02-26T00:48:00,65971,1403/12/08
2025-02-26T00:49:00,65984,1403/12/08
2025-02-26T00:50:00,66025,1403/12/08
2025-02-26T00:51:00,66035,1403/12/08
2025-02-26T00:52:00,66044,1403/12/08
2025-02-26T00:53:00,66000,1403/12/08
2025-02-26T00:54:00,66043,1403/12/08
2025-02-26T00:55:00,66047,1403/12/08
2025-02-26T00:56:00,66000,1403/12/08
2025-02-26T00:57:00,65981,1403/12/08
2025-02-26T00:58:00,66020,1403/12/08
2025-02-26T00:59:00,66015,1403/12/08
2025-02-26T01:00:00,65994,1403/12/08
2025-02-26T01:01:00,66011,1403/12/08
2025-02-26T01:02:00,66046,1403/12/08
2025-02-26T01:03:00,66070,1403/12/08
2025-02-26T01:04:00,66117,1403/12/08
2025-02-26T01:05:00,66134,1403/12/08
2025-02-26T01:06:00,66135,1403/12/08
2025-02-26T01:07:00,66123,1403/12/08
2025-02-26T01:08:00,66134,1403/12/08
2025-02-26T01:09:00,66167,1403/12/08
2025-02-26T01:10:00,66152,1403/12/08
2025-02-26T01:11:00,66105,1403/12/08
2025-02-26T01:12:00,66062,1403/12/08
2025-02-26T01:13:00,66081,1403/12/08
2025-02-26T01:14:00,66042,1403/12/08
2025-02-26T01:15:00,66017,1403/12/08
2025-02-26T01:16:00,66024,1403/12/08
2025-02-26T01:17:00,65987,1403/12/08
2025-02-26T01:18:00,66002,1403/12/08
2025-02-26T01:19:00,66045,1403/12/08
2025-02-26T01:20:00,66030,1403/12/08
2025-02-26T01:21:00,66070,1403/12/08
2025-02-26T01:22:00,66046,1403/12/08
2025-02-26T01:23:00,66004,1403/12/08
2025-02-26T01:24:00,66051,1403/12/08
2025-02-26T01:25:00,66073,1403/12/08
2025-02-26T01:26:00,66117,1403/12/08
2025-02-26T01:27:00,66115,1403/12/08
2025-02-26T01:28:00,66105,1403/12/08
2025-02-26T01:29:00,66144,1403/12/08
2025-02-26T01:30:00,66121,1403/12/08
2025-02-26T01:31:00,66140,1403/12/08
2025-02-26T01:32:00,66134,1403/12/08
2025-02-26T01:33:00,66095,1403/12/08
2025-02-26T01:34:00,66097,1403/12/08
2025-02-26T01:35:00,66124,1403/12/08
2025-02-26T01:36:00,66150,1403/12/08
2025-02-26T01:37:00,66174,1403/12/08
2025-02-26T01:38:00,66181,1403/12/08
2025-02-26T01:39:00,66159,1403/12/08
2025-02-26T01:40:00,66190,1403/12/08
2025-02-26T01:41:00,66208,1403/12/08
2025-02-26T01:42:00,66237,1403/12/08
2025-02-26T01:43:00,66282,1403/12/08
2025-02-26T01:44:00,66245,1403/12/08
2025-02-26T01:45:00,66283,1403/12/08
2025-02-26T01:46:00,66269,1403/12/08
2025-02-26T01:47:00,66250,1403/12/08
2025-02-26T01:48:00,66239,1403/12/08
2025-02-26T01:49:00,66271,1403/12/08
2025-02-26T01:50:00,66262,1403/12/08
2025-02-26T01:51:00,66251,1403/12/08
2025-02-26T01:52:00,66268,1403/12/08
2025-02-26T01:53:00,66265,1403/12/08
2025-02-26T01:54:00,66247,1403/12/08
2025-02-26T01:55:00,66249,1403/12/08
2025-02-26T01:56:00,66229,1403/12/08
2025-02-26T01:57:00,66233,1403/12/08
2025-02-26T01:58:00,66217,1403/12/08
2025-02-26T01:59:00,66244,1403/12/08
2025-02-26T02:00:00,66199,1403/12/08
2025-02-26T02:01:00,66197,1403/12/08
2025-02-26T02:02:00,66205,1403/12/08
2025-02-26T02:03:00,66203,1403/12/08
2025-02-26T02:04:00,66160,1403/12/08
2025-02-26T02:05:00,66136,1403/12/08
2025-02-26T02:06:00,66157,1403/12/08
2025-02-26T02:07:00,66133,1403/12/08
2025-02-26T02:08:00,66093,1403/12/08
2025-02-26T02:09:00,66043,1403/12/08
2025-02-26T02:10:00,66038,1403/12/08
2025-02-26T02:11:00,66077,1403/12/08
2025-02-26T02:12:00,66099,1403/12/08
2025-02-26T02:13:00,66089,1403/12/08
2025-02-26T02:14:00,66057,1403/12/08
2025-02-26T02:15:00,66099,1403/12/08
2025-02-26T02:16:00,66131,1403/12/08
2025-02-26T02:17:00,66166,1403/12/08
2025-02-26T02:18:00,66158,1403/12/08
2025-02-26T02:19:00,66121,1403/12/08
2025-02-26T02:20:00,66132,1403/12/08
2025-02-26T02:21:00,66164,1403/12/08
2025-02-26T02:22:00,66122,1403/12/08
2025-02-26T02:23:00,66139,1403/12/08
2025-02-26T02:24:00,66180,1403/12/08
2025-02-26T02:25:00,66217,1403/12/08
2025-02-26T02:26:00,66180,1403/12/08
2025-02-26T02:27:00,66181,1403/12/08
2025-02-26T02:28:00,66158,1403/12/08
2025-02-26T02:29:00,66167,1403/12/08
2025-02-26T02:30:00,66187,1403/12/08
2025-02-26T02:31:00,66230,1403/12/08
2025-02-26T02:32:00,66200,1403/12/08
2025-02-26T02:33:00,66191,1403/12/08
2025-02-26T02:34:00,66184,1403/12/08
2025-02-26T02:35:00,66179,1403/12/08
2025-02-26T02:36:00,66206,1403/12/08
2025-02-26T02:37:00,66167,1403/12/08
2025-02-26T02:38:00,66200,1403/12/08
2025-02-26T02:39:00,66248,1403/12/08
2025-02-26T02:40:00,66257,1403/12/08
2025-02-26T02:41:00,66250,1403/12/08
2025-02-26T02:42:00,66280,1403/12/08
