date,price18
2025-02-28T00:00:00,65557
2025-02-28T00:01:00,65591
2025-02-28T00:02:00,65563
2025-02-28T00:03:00,65548
2025-02-28T00:04:00,65592
2025-02-28T00:05:00,65569
2025-02-28T00:06:00,65534
2025-02-28T00:07:00,65581
2025-02-28T00:08:00,65588
2025-02-28T00:09:00,65618
2025-02-28T00:10:00,65664
2025-02-28T00:11:00,65696
2025-02-28T00:12:00,65683
2025-02-28T00:13:00,65695
2025-02-28T00:14:00,65700
2025-02-28T00:15:00,65726
2025-02-28T00:16:00,65762
2025-02-28T00:17:00,65799
2025-02-28T00:18:00,65845
2025-02-28T00:19:00,65802
2025-02-28T00:20:00,65799
2025-02-28T00:21:00,65840
2025-02-28T00:22:00,65792
2025-02-28T00:23:00,65747
2025-02-28T00:24:00,65710
2025-02-28T00:25:00,65706
2025-02-28T00:26:00,65675
2025-02-28T00:27:00,65705
2025-02-28T00:28:00,65737
2025-02-28T00:29:00,65753
2025-02-28T00:30:00,65752
2025-02-28T00:31:00,65751
2025-02-28T00:32:00,65755
2025-02-28T00:33:00,65753
2025-02-28T00:34:00,65791
2025-02-28T00:35:00,65835
2025-02-28T00:36:00,65844
2025-02-28T00:37:00,65829
2025-02-28T00:38:00,65872
2025-02-28T00:39:00,65894
2025-02-28T00:40:00,65919
2025-02-28T00:41:00,65933
2025-02-28T00:42:00,65910
2025-02-28T00:43:00,65885
2025-02-28T00:44:00,65913
2025-02-28T00:45:00,65864
2025-02-28T00:46:00,65893
2025-02-28T00:47:00,65880
2025-02-28T00:48:00,65839
2025-02-28T00:49:00,65818
2025-02-28T00:50:00,65868
2025-02-28T00:51:00,65831
2025-02-28T00:52:00,65783
2025-02-28T00:53:00,65813
2025-02-28T00:54:00,65814
2025-02-28T00:55:00,65860
2025-02-28T00:56:00,65836
2025-02-28T00:57:00,65851
2025-02-28T00:58:00,65827
2025-02-28T00:59:00,65865
2025-02-28T01:00:00,65886
2025-02-28T01:01:00,65898
2025-02-28T01:02:00,65897
2025-02-28T01:03:00,65915
2025-02-28T01:04:00,65875
2025-02-28T01:05:00,65869
2025-02-28T01:06:00,65878
2025-02-28T01:07:00,65915
2025-02-28T01:08:00,65944
2025-02-28T01:09:00,65929
2025-02-28T01:10:00,65935
2025-02-28T01:11:00,65947
2025-02-28T01:12:00,65985
2025-02-28T01:13:00,65936
2025-02-28T01:14:00,65898
2025-02-28T01:15:00,65875
2025-02-28T01:16:00,65907
2025-02-28T01:17:00,65857
2025-02-28T01:18:00,65831
2025-02-28T01:19:00,65815
2025-02-28T01:20:00,65824
2025-02-28T01:21:00,65811
2025-02-28T01:22:00,65798
2025-02-28T01:23:00,65793
2025-02-28T01:24:00,65797
2025-02-28T01:25:00,65758
2025-02-28T01:26:00,65752
2025-02-28T01:27:00,65798
2025-02-28T01:28:00,65789
2025-02-28T01:29:00,65786
2025-02-28T01:30:00,65772
2025-02-28T01:31:00,65787
2025-02-28T01:32:00,65752
2025-02-28T01:33:00,65789
2025-02-28T01:34:00,65768
2025-02-28T01:35:00,65802
2025-02-28T01:36:00,65802
2025-02-28T01:37:00,65770
2025-02-28T01:38:00,65791
