date,price18,j_date
2025-03-23T00:00:00,66099,1404/01/03
2025-03-23T00:01:00,66071,1404/01/03
2025-03-23T00:02:00,66086,1404/01/03
2025-03-23T00:03:00,66080,1404/01/03
2025-03-23T00:04:00,66126,1404/01/03
2025-03-23T00:05:00,66171,1404/01/03
2025-03-23T00:06:00,66219,1404/01/03
2025-03-23T00:07:00,66217,1404/01/03
2025-03-23T00:08:00,66205,1404/01/03
2025-03-23T00:09:00,66175,1404/01/03
2025-03-23T00:10:00,66162,1404/01/03
2025-03-23T00:11:00,66186,1404/01/03
2025-03-23T00:12:00,66193,1404/01/03
2025-03-23T00:13:00,66243,1404/01/03
2025-03-23T00:14:00,66289,1404/01/03
2025-03-23T00:15:00,66337,1404/01/03
2025-03-23T00:16:00,66366,1404/01/03
2025-03-23T00:17:00,66357,1404/01/03
2025-03-23T00:18:00,66352,1404/01/03
2025-03-23T00:19:00,66342,1404/01/03
2025-03-23T00:20:00,66357,1404/01/03
2025-03-23T00:21:00,66319,1404/01/03
2025-03-23T00:22:00,66341,1404/01/03
2025-03-23T00:23:00,66378,1404/01/03
2025-03-23T00:24:00,66352,1404/01/03
2025-03-23T00:25:00,66340,1404/01/03
2025-03-23T00:26:00,66291,1404/01/03
2025-03-23T00:27:00,66320,1404/01/03
2025-03-23T00:28:00,66338,1404/01/03
2025-03-23T00:29:00,66356,1404/01/03
2025-03-23T00:30:00,66391,1404/01/03
2025-03-23T00:31:00,66438,1404/01/03
2025-03-23T00:32:00,66429,1404/01/03
2025-03-23T00:33:00,66419,1404/01/03
2025-03-23T00:34:00,66414,1404/01/03
2025-03-23T00:35:00,66459,1404/01/03
2025-03-23T00:36:00,66454,1404/01/03
2025-03-23T00:37:00,66496,1404/01/03
2025-03-23T00:38:00,66460,1404/01/03
2025-03-23T00:39:00,66446,1404/01/03
2025-03-23T00:40:00,66494,1404/01/03
2025-03-23T00:41:00,66467,1404/01/03
2025-03-23T00:42:00,66512,1404/01/03
2025-03-23T00:43:00,66474,1404/01/03
2025-03-23T00:44:00,66499,1404/01/03
2025-03-23T00:45:00,66485,1404/01/03
2025-03-23T00:46:00,66482,1404/01/03
2025-03-23T00:47:00,66517,1404/01/03
2025-03-23T00:48:00,66552,1404/01/03
2025-03-23T00:49:00,66562,1404/01/03
2025-03-23T00:50:00,66607,1404/01/03
2025-03-23T00:51:00,66633,1404/01/03
2025-03-23T00:52:00,66671,1404/01/03
2025-03-23T00:53:00,66714,1404/01/03
2025-03-23T00:54:00,66711,1404/01/03
