date,price18,j_date
2025-04-08T00:00:00,65532,1404/01/19
2025-04-08T00:01:00,65529,1404/01/19
2025-04-08T00:02:00,65514,1404/01/19
2025-04-08T00:03:00,65495,1404/01/19
2025-04-08T00:04:00,65539,1404/01/19
2025-04-08T00:05:00,65498,1404/01/19
2025-04-08T00:06:00,65457,1404/01/19
2025-04-08T00:07:00,65416,1404/01/19
2025-04-08T00:08:00,65376,1404/01/19
2025-04-08T00:09:00,65421,1404/01/19
2025-04-08T00:10:00,65423,1404/01/19
2025-04-08T00:11:00,65461,1404/01/19
2025-04-08T00:12:00,65414,1404/01/19
2025-04-08T00:13:00,65459,1404/01/19
2025-04-08T00:14:00,65470,1404/01/19
2025-04-08T00:15:00,65484,1404/01/19
2025-04-08T00:16:00,65490,1404/01/19
2025-04-08T00:17:00,65511,1404/01/19
2025-04-08T00:18:00,65493,1404/01/19
2025-04-08T00:19:00,65467,1404/01/19
2025-04-08T00:20:00,65462,1404/01/19
2025-04-08T00:21:00,65467,1404/01/19
2025-04-08T00:22:00,65503,1404/01/19
2025-04-08T00:23:00,65500,1404/01/19
2025-04-08T00:24:00,65450,1404/01/19
2025-04-08T00:25:00,65433,1404/01/19
2025-04-08T00:26:00,65471,1404/01/19
2025-04-08T00:27:00,65504,1404/01/19
2025-04-08T00:28:00,65512,1404/01/19
2025-04-08T00:29:00,65493,1404/01/19
2025-04-08T00:30:00,65514,1404/01/19
2025-04-08T00:31:00,65533,1404/01/19
2025-04-08T00:32:00,65570,1404/01/19
2025-04-08T00:33:00,65569,1404/01/19
2025-04-08T00:34:00,65552,1404/01/19
2025-04-08T00:35:00,65581,1404/01/19
2025-04-08T00:36:00,65586,1404/01/19
2025-04-08T00:37:00,65591,1404/01/19
2025-04-08T00:38:00,65622,1404/01/19
2025-04-08T00:39:00,65651,1404/01/19
2025-04-08T00:40:00,65607,1404/01/19
2025-04-08T00:41:00,65613,1404/01/19
2025-04-08T00:42:00,65572,1404/01/19
2025-04-08T00:43:00,65570,1404/01/19
2025-04-08T00:44:00,65588,1404/01/19
2025-04-08T00:45:00,65612,1404/01/19
2025-04-08T00:46:00,65644,1404/01/19
2025-04-08T00:47:00,65603,1404/01/19
2025-04-08T00:48:00,65596,1404/01/19
2025-04-08T00:49:00,65573,1404/01/19
2025-04-08T00:50:00,65592,1404/01/19
2025-04-08T00:51:00,65609,1404/01/19
2025-04-08T00:52:00,65577,1404/01/19
2025-04-08T00:53:00,65613,1404/01/19
2025-04-08T00:54:00,65565,1404/01/19
2025-04-08T00:55:00,65523,1404/01/19
2025-04-08T00:56:00,65549,1404/01/19
2025-04-08T00:57:00,65501,1404/01/19
2025-04-08T00:58:00,65530,1404/01/19
2025-04-08T00:59:00,65524,1404/01/19
2025-04-08T01:00:00,65485,1404/01/19
2025-04-08T01:01:00,65474,1404/01/19
2025-04-08T01:02:00,65523,1404/01/19
2025-04-08T01:03:00,65491,1404/01/19
2025-04-08T01:04:00,65508,1404/01/19
2025-04-08T01:05:00,65541,1404/01/19
2025-04-08T01:06:00,65509,1404/01/19
2025-04-08T01:07:00,65508,1404/01/19
2025-04-08T01:08:00,65534,1404/01/19
2025-04-08T01:09:00,65527,1404/01/19
2025-04-08T01:10:00,65540,1404/01/19
2025-04-08T01:11:00,65516,1404/01/19
2025-04-08T01:12:00,65494,1404/01/19
2025-04-08T01:13:00,65516,1404/01/19
2025-04-08T01:14:00,65559,1404/01/19
2025-04-08T01:15:00,65523,1404/01/19
2025-04-08T01:16:00,65566,1404/01/19
2025-04-08T01:17:00,65581,1404/01/19
2025-04-08T01:18:00,65546,1404/01/19
2025-04-08T01:19:00,65549,1404/01/19
2025-04-08T01:20:00,65525,1404/01/19
2025-04-08T01:21:00,65573,1404/01/19
2025-04-08T01:22:00,65585,1404/01/19
2025-04-08T01:23:00,65560,1404/01/19
2025-04-08T01:24:00,65554,1404/01/19
2025-04-08T01:25:00,65563,1404/01/19
2025-04-08T01:26:00,65520,1404/01/19
2025-04-08T01:27:00,65518,1404/01/19
2025-04-08T01:28:00,65540,1404/01/19
2025-04-08T01:29:00,65497,1404/01/19
2025-04-08T01:30:00,65536,1404/01/19
2025-04-08T01:31:00,65486,1404/01/19
2025-04-08T01:32:00,65443,1404/01/19
2025-04-08T01:33:00,65418,1404/01/19
2025-04-08T01:34:00,65396,1404/01/19
2025-04-08T01:35:00,65431,1404/01/19
2025-04-08T01:36:00,65449,1404/01/19
2025-04-08T01:37:00,65465,1404/01/19
2025-04-08T01:38:00,65469,1404/01/19
2025-04-08T01:39:00,65445,1404/01/19
2025-04-08T01:40:00,65446,1404/01/19
2025-04-08T01:41:00,65403,1404/01/19
2025-04-08T01:42:00,65398,1404/01/19
2025-04-08T01:43:00,65436,1404/01/19
2025-04-08T01:44:00,65466,1404/01/19
2025-04-08T01:45:00,65438,1404/01/19
2025-04-08T01:46:00,65434,1404/01/19
2025-04-08T01:47:00,65391,1404/01/19
2025-04-08T01:48:00,65440,1404/01/19
2025-04-08T01:49:00,65393,1404/01/19
2025-04-08T01:50:00,65405,1404/01/19
2025-04-08T01:51:00,65381,1404/01/19
2025-04-08T01:52:00,65405,1404/01/19
2025-04-08T01:53:00,65391,1404/01/19
2025-04-08T01:54:00,65385,1404/01/19
2025-04-08T01:55:00,65405,1404/01/19
2025-04-08T01:56:00,65451,1404/01/19
2025-04-08T01:57:00,65439,1404/01/19
2025-04-08T01:58:00,65414,1404/01/19
2025-04-08T01:59:00,65448,1404/01/19
2025-04-08T02:00:00,65435,1404/01/19
2025-04-08T02:01:00,65400,1404/01/19
2025-04-08T02:02:00,65353,1404/01/19
2025-04-08T02:03:00,65339,1404/01/19
2025-04-08T02:04:00,65367,1404/01/19
2025-04-08T02:05:00,65413,1404/01/19
2025-04-08T02:06:00,65409,1404/01/19
2025-04-08T02:07:00,65384,1404/01/19
2025-04-08T02:08:00,65416,1404/01/19
2025-04-08T02:09:00,65396,1404/01/19
2025-04-08T02:10:00,65359,1404/01/19
2025-04-08T02:11:00,65352,1404/01/19
2025-04-08T02:12:00,65330,1404/01/19
2025-04-08T02:13:00,65361,1404/01/19
2025-04-08T02:14:00,65341,1404/01/19
2025-04-08T02:15:00,65351,1404/01/19
2025-04-08T02:16:00,65385,1404/01/19
2025-04-08T02:17:00,65373,1404/01/19
2025-04-08T02:18:00,65361,1404/01/19
2025-04-08T02:19:00,65388,1404/01/19
2025-04-08T02:20:00,65376,1404/01/19
2025-04-08T02:21:00,65362,1404/01/19
2025-04-08T02:22:00,65403,1404/01/19
2025-04-08T02:23:00,65452,1404/01/19
2025-04-08T02:24:00,65436,1404/01/19
2025-04-08T02:25:00,65445,1404/01/19
2025-04-08T02:26:00,65446,1404/01/19
2025-04-08T02:27:00,65430,1404/01/19
2025-04-08T02:28:00,65403,1404/01/19
2025-04-08T02:29:00,65449,1404/01/19
2025-04-08T02:30:00,65464,1404/01/19
2025-04-08T02:31:00,65501,1404/01/19
2025-04-08T02:32:00,65481,1404/01/19
2025-04-08T02:33:00,65509,1404/01/19
2025-04-08T02:34:00,65549,1404/01/19
2025-04-08T02:35:00,65499,1404/01/19
2025-04-08T02:36:00,65546,1404/01/19
2025-04-08T02:37:00,65578,1404/01/19
2025-04-08T02:38:00,65543,1404/01/19
2025-04-08T02:39:00,65584,1404/01/19
2025-04-08T02:40:00,65624,1404/01/19
2025-04-08T02:41:00,65601,1404/01/19
2025-04-08T02:42:00,65576,1404/01/19
2025-04-08T02:43:00,65572,1404/01/19
2025-04-08T02:44:00,65556,1404/01/19
2025-04-08T02:45:00,65506,1404/01/19
2025-04-08T02:46:00,65476,1404/01/19
2025-04-08T02:47:00,65505,1404/01/19
2025-04-08T02:48:00,65506,1404/01/19
2025-04-08T02:49:00,65556,1404/01/19
2025-04-08T02:50:00,65566,1404/01/19
2025-04-08T02:51:00,65588,1404/01/19
2025-04-08T02:52:00,65605,1404/01/19
2025-04-08T02:53:00,65606,1404/01/19
2025-04-08T02:54:00,65573,1404/01/19
2025-04-08T02:55:00,65611,1404/01/19
2025-04-08T02:56:00,65654,1404/01/19
2025-04-08T02:57:00,65651,1404/01/19
2025-04-08T02:58:00,65657,1404/01/19
2025-04-08T02:59:00,65663,1404/01/19
2025-04-08T03:00:00,65633,1404/01/19
2025-04-08T03:01:00,65662,1404/01/19
2025-04-08T03:02:00,65646,1404/01/19
2025-04-08T03:03:00,65692,1404/01/19
2025-04-08T03:04:00,65715,1404/01/19
2025-04-08T03:05:00,65684,1404/01/19
2025-04-08T03:06:00,65686,1404/01/19
2025-04-08T03:07:00,65728,1404/01/19
2025-04-08T03:08:00,65726,1404/01/19
2025-04-08T03:09:00,65676,1404/01/19
2025-04-08T03:10:00,65647,1404/01/19
2025-04-08T03:11:00,65622,1404/01/19
2025-04-08T03:12:00,65624,1404/01/19
2025-04-08T03:13:00,65655,1404/01/19
2025-04-08T03:14:00,65641,1404/01/19
2025-04-08T03:15:00,65680,1404/01/19
2025-04-08T03:16:00,65654,1404/01/19
2025-04-08T03:17:00,65640,1404/01/19
2025-04-08T03:18:00,65632,1404/01/19
2025-04-08T03:19:00,65661,1404/01/19
2025-04-08T03:20:00,65656,1404/01/19
2025-04-08T03:21:00,65688,1404/01/19
2025-04-08T03:22:00,65712,1404/01/19
