date,price18
2025-03-14T00:00:00,66616
2025-03-14T00:01:00,66586
2025-03-14T00:02:00,66565
2025-03-14T00:03:00,66560
2025-03-14T00:04:00,66606
2025-03-14T00:05:00,66572
2025-03-14T00:06:00,66562
2025-03-14T00:07:00,66575
2025-03-14T00:08:00,66534
2025-03-14T00:09:00,66545
2025-03-14T00:10:00,66559
2025-03-14T00:11:00,66517
2025-03-14T00:12:00,66496
2025-03-14T00:13:00,66535
2025-03-14T00:14:00,66558
2025-03-14T00:15:00,66522
2025-03-14T00:16:00,66515
2025-03-14T00:17:00,66540
2025-03-14T00:18:00,66567
2025-03-14T00:19:00,66574
2025-03-14T00:20:00,66599
2025-03-14T00:21:00,66582
2025-03-14T00:22:00,66599
2025-03-14T00:23:00,66572
2025-03-14T00:24:00,66552
2025-03-14T00:25:00,66584
2025-03-14T00:26:00,66535
2025-03-14T00:27:00,66518
2025-03-14T00:28:00,66544
2025-03-14T00:29:00,66506
2025-03-14T00:30:00,66489
2025-03-14T00:31:00,66451
2025-03-14T00:32:00,66452
2025-03-14T00:33:00,66432
2025-03-14T00:34:00,66477
2025-03-14T00:35:00,66491
2025-03-14T00:36:00,66521
2025-03-14T00:37:00,66504
2025-03-14T00:38:00,66532
2025-03-14T00:39:00,66488
2025-03-14T00:40:00,66457
2025-03-14T00:41:00,66411
2025-03-14T00:42:00,66398
2025-03-14T00:43:00,66438
2025-03-14T00:44:00,66422
2025-03-14T00:45:00,66394
2025-03-14T00:46:00,66375
2025-03-14T00:47:00,66403
2025-03-14T00:48:00,66421
2025-03-14T00:49:00,66403
2025-03-14T00:50:00,66398
2025-03-14T00:51:00,66388
2025-03-14T00:52:00,66388
2025-03-14T00:53:00,66350
2025-03-14T00:54:00,66398
2025-03-14T00:55:00,66424
2025-03-14T00:56:00,66392
2025-03-14T00:57:00,66358
2025-03-14T00:58:00,66330
2025-03-14T00:59:00,66370
2025-03-14T01:00:00,66370
2025-03-14T01:01:00,66415
2025-03-14T01:02:00,66453
2025-03-14T01:03:00,66412
2025-03-14T01:04:00,66432
2025-03-14T01:05:00,66482
2025-03-14T01:06:00,66470
2025-03-14T01:07:00,66475
2025-03-14T01:08:00,66500
2025-03-14T01:09:00,66509
2025-03-14T01:10:00,66540
2025-03-14T01:11:00,66505
2025-03-14T01:12:00,66484
2025-03-14T01:13:00,66456
2025-03-14T01:14:00,66460
2025-03-14T01:15:00,66444
2025-03-14T01:16:00,66472
2025-03-14T01:17:00,66450
2025-03-14T01:18:00,66438
2025-03-14T01:19:00,66485
2025-03-14T01:20:00,66503
2025-03-14T01:21:00,66520
2025-03-14T01:22:00,66529
2025-03-14T01:23:00,66538
2025-03-14T01:24:00,66562
2025-03-14T01:25:00,66586
2025-03-14T01:26:00,66621
2025-03-14T01:27:00,66580
2025-03-14T01:28:00,66543
2025-03-14T01:29:00,66544
2025-03-14T01:30:00,66512
2025-03-14T01:31:00,66495
2025-03-14T01:32:00,66454
2025-03-14T01:33:00,66494
2025-03-14T01:34:00,66459
2025-03-14T01:35:00,66441
2025-03-14T01:36:00,66449
2025-03-14T01:37:00,66471
2025-03-14T01:38:00,66520
2025-03-14T01:39:00,66568
2025-03-14T01:40:00,66617
2025-03-14T01:41:00,66667
2025-03-14T01:42:00,66634
2025-03-14T01:43:00,66640
2025-03-14T01:44:00,66608
2025-03-14T01:45:00,66567
2025-03-14T01:46:00,66547
2025-03-14T01:47:00,66584
2025-03-14T01:48:00,66589
2025-03-14T01:49:00,66599
2025-03-14T01:50:00,66635
2025-03-14T01:51:00,66594
2025-03-14T01:52:00,66581
2025-03-14T01:53:00,66605
2025-03-14T01:54:00,66652
2025-03-14T01:55:00,66630
2025-03-14T01:56:00,66582
2025-03-14T01:57:00,66547
2025-03-14T01:58:00,66532
2025-03-14T01:59:00,66575
2025-03-14T02:00:00,66569
2025-03-14T02:01:00,66588
2025-03-14T02:02:00,66637
2025-03-14T02:03:00,66621
2025-03-14T02:04:00,66619
2025-03-14T02:05:00,66660
2025-03-14T02:06:00,66633
2025-03-14T02:07:00,66612
2025-03-14T02:08:00,66577
2025-03-14T02:09:00,66627
2025-03-14T02:10:00,66673
2025-03-14T02:11:00,66686
2025-03-14T02:12:00,66690
2025-03-14T02:13:00,66717
2025-03-14T02:14:00,66703
2025-03-14T02:15:00,66713
2025-03-14T02:16:00,66737
2025-03-14T02:17:00,66735
2025-03-14T02:18:00,66711
2025-03-14T02:19:00,66668
2025-03-14T02:20:00,66647
2025-03-14T02:21:00,66599
2025-03-14T02:22:00,66572
2025-03-14T02:23:00,66594
2025-03-14T02:24:00,66559
2025-03-14T02:25:00,66563
2025-03-14T02:26:00,66603
2025-03-14T02:27:00,66574
2025-03-14T02:28:00,66527
2025-03-14T02:29:00,66500
2025-03-14T02:30:00,66498
2025-03-14T02:31:00,66523
2025-03-14T02:32:00,66548
2025-03-14T02:33:00,66538
2025-03-14T02:34:00,66541
2025-03-14T02:35:00,66518
2025-03-14T02:36:00,66492
2025-03-14T02:37:00,66481
