date,price18
2025-01-07T00:00:00,65227
2025-01-07T00:01:00,65184
2025-01-07T00:02:00,65155
2025-01-07T00:03:00,65139
2025-01-07T00:04:00,65170
2025-01-07T00:05:00,65166
2025-01-07T00:06:00,65161
2025-01-07T00:07:00,65196
2025-01-07T00:08:00,65148
2025-01-07T00:09:00,65138
2025-01-07T00:10:00,65147
2025-01-07T00:11:00,65190
2025-01-07T00:12:00,65141
2025-01-07T00:13:00,65153
2025-01-07T00:14:00,65147
2025-01-07T00:15:00,65183
2025-01-07T00:16:00,65178
2025-01-07T00:17:00,65141
2025-01-07T00:18:00,65171
2025-01-07T00:19:00,65202
2025-01-07T00:20:00,65215
2025-01-07T00:21:00,65218
2025-01-07T00:22:00,65207
2025-01-07T00:23:00,65244
2025-01-07T00:24:00,65226
2025-01-07T00:25:00,65240
2025-01-07T00:26:00,65239
2025-01-07T00:27:00,65289
2025-01-07T00:28:00,65281
2025-01-07T00:29:00,65280
2025-01-07T00:30:00,65313
2025-01-07T00:31:00,65297
2025-01-07T00:32:00,65346
2025-01-07T00:33:00,65340
2025-01-07T00:34:00,65379
2025-01-07T00:35:00,65404
2025-01-07T00:36:00,65443
2025-01-07T00:37:00,65410
2025-01-07T00:38:00,65393
2025-01-07T00:39:00,65423
2025-01-07T00:40:00,65394
2025-01-07T00:41:00,65360
2025-01-07T00:42:00,65333
2025-01-07T00:43:00,65325
2025-01-07T00:44:00,65331
2025-01-07T00:45:00,65325
2025-01-07T00:46:00,65301
2025-01-07T00:47:00,65284
2025-01-07T00:48:00,65333
2025-01-07T00:49:00,65283
2025-01-07T00:50:00,65327
2025-01-07T00:51:00,65291
2025-01-07T00:52:00,65250
2025-01-07T00:53:00,65231
2025-01-07T00:54:00,65193
2025-01-07T00:55:00,65173
2025-01-07T00:56:00,65207
2025-01-07T00:57:00,65181
2025-01-07T00:58:00,65189
2025-01-07T00:59:00,65226
2025-01-07T01:00:00,65260
2025-01-07T01:01:00,65225
2025-01-07T01:02:00,65230
2025-01-07T01:03:00,65228
2025-01-07T01:04:00,65243
2025-01-07T01:05:00,65264
2025-01-07T01:06:00,65218
2025-01-07T01:07:00,65263
2025-01-07T01:08:00,65253
2025-01-07T01:09:00,65278
2025-01-07T01:10:00,65244
2025-01-07T01:11:00,65241
2025-01-07T01:12:00,65192
2025-01-07T01:13:00,65230
2025-01-07T01:14:00,65249
2025-01-07T01:15:00,65252
2025-01-07T01:16:00,65292
2025-01-07T01:17:00,65262
2025-01-07T01:18:00,65281
2025-01-07T01:19:00,65255
2025-01-07T01:20:00,65242
2025-01-07T01:21:00,65277
2025-01-07T01:22:00,65276
2025-01-07T01:23:00,65291
2025-01-07T01:24:00,65300
2025-01-07T01:25:00,65258
2025-01-07T01:26:00,65296
2025-01-07T01:27:00,65305
2025-01-07T01:28:00,65342
2025-01-07T01:29:00,65315
2025-01-07T01:30:00,65274
2025-01-07T01:31:00,65301
2025-01-07T01:32:00,65342
2025-01-07T01:33:00,65304
2025-01-07T01:34:00,65318
2025-01-07T01:35:00,65296
2025-01-07T01:36:00,65336
2025-01-07T01:37:00,65313
2025-01-07T01:38:00,65317
2025-01-07T01:39:00,65354
2025-01-07T01:40:00,65304
2025-01-07T01:41:00,65264
2025-01-07T01:42:00,65302
2025-01-07T01:43:00,65341
2025-01-07T01:44:00,65369
2025-01-07T01:45:00,65360
2025-01-07T01:46:00,65338
2025-01-07T01:47:00,65317
2025-01-07T01:48:00,65323
2025-01-07T01:49:00,65302
2025-01-07T01:50:00,65272
2025-01-07T01:51:00,65237
2025-01-07T01:52:00,65219
2025-01-07T01:53:00,65253
2025-01-07T01:54:00,65293
2025-01-07T01:55:00,65257
2025-01-07T01:56:00,65254
2025-01-07T01:57:00,65284
2025-01-07T01:58:00,65285
2025-01-07T01:59:00,65244
2025-01-07T02:00:00,65197
2025-01-07T02:01:00,65220
2025-01-07T02:02:00,65178
2025-01-07T02:03:00,65135
2025-01-07T02:04:00,65158
2025-01-07T02:05:00,65170
2025-01-07T02:06:00,65120
2025-01-07T02:07:00,65099
2025-01-07T02:08:00,65072
2025-01-07T02:09:00,65075
2025-01-07T02:10:00,65088
2025-01-07T02:11:00,65124
2025-01-07T02:12:00,65135
2025-01-07T02:13:00,65103
2025-01-07T02:14:00,65118
2025-01-07T02:15:00,65118
2025-01-07T02:16:00,65069
2025-01-07T02:17:00,65077
2025-01-07T02:18:00,65079
2025-01-07T02:19:00,65093
2025-01-07T02:20:00,65136
2025-01-07T02:21:00,65155
2025-01-07T02:22:00,65138
2025-01-07T02:23:00,65186
2025-01-07T02:24:00,65200
2025-01-07T02:25:00,65227
2025-01-07T02:26:00,65225
2025-01-07T02:27:00,65182
2025-01-07T02:28:00,65182
2025-01-07T02:29:00,65170
2025-01-07T02:30:00,65205
2025-01-07T02:31:00,65179
2025-01-07T02:32:00,65209
2025-01-07T02:33:00,65215
2025-01-07T02:34:00,65179
2025-01-07T02:35:00,65187
2025-01-07T02:36:00,65223
2025-01-07T02:37:00,65269
2025-01-07T02:38:00,65259
2025-01-07T02:39:00,65263
2025-01-07T02:40:00,65279
2025-01-07T02:41:00,65323
2025-01-07T02:42:00,65275
2025-01-07T02:43:00,65269
2025-01-07T02:44:00,65238
2025-01-07T02:45:00,65215
2025-01-07T02:46:00,65191
2025-01-07T02:47:00,65196
2025-01-07T02:48:00,65157
2025-01-07T02:49:00,65187
2025-01-07T02:50:00,65137
2025-01-07T02:51:00,65187
2025-01-07T02:52:00,65226
2025-01-07T02:53:00,65210
2025-01-07T02:54:00,65216
2025-01-07T02:55:00,65193
2025-01-07T02:56:00,65167
2025-01-07T02:57:00,65206
2025-01-07T02:58:00,65209
2025-01-07T02:59:00,65215
2025-01-07T03:00:00,65190
2025-01-07T03:01:00,65145
2025-01-07T03:02:00,65184
2025-01-07T03:03:00,65182
2025-01-07T03:04:00,65143
2025-01-07T03:05:00,65172
2025-01-07T03:06:00,65202
2025-01-07T03:07:00,65182
2025-01-07T03:08:00,65183
2025-01-07T03:09:00,65214
2025-01-07T03:10:00,65234
2025-01-07T03:11:00,65258
2025-01-07T03:12:00,65238
2025-01-07T03:13:00,65268
2025-01-07T03:14:00,65312
2025-01-07T03:15:00,65310
2025-01-07T03:16:00,65263
2025-01-07T03:17:00,65252
2025-01-07T03:18:00,65256
2025-01-07T03:19:00,65252
2025-01-07T03:20:00,65270
2025-01-07T03:21:00,65296
2025-01-07T03:22:00,65289
2025-01-07T03:23:00,65295
2025-01-07T03:24:00,65336
2025-01-07T03:25:00,65374
2025-01-07T03:26:00,65401
2025-01-07T03:27:00,65415
2025-01-07T03:28:00,65404
2025-01-07T03:29:00,65370
2025-01-07T03:30:00,65384
2025-01-07T03:31:00,65350
2025-01-07T03:32:00,65388
2025-01-07T03:33:00,65427
2025-01-07T03:34:00,65474
2025-01-07T03:35:00,65439
2025-01-07T03:36:00,65430
2025-01-07T03:37:00,65452
2025-01-07T03:38:00,65405
2025-01-07T03:39:00,65443
2025-01-07T03:40:00,65420
2025-01-07T03:41:00,65400
