date,price18,j_date
2025-02-09T00:00:00,66087,1403/11/21
2025-02-09T00:01:00,66084,1403/11/21
2025-02-09T00:02:00,66084,1403/11/21
2025-02-09T00:03:00,66045,1403/11/21
2025-02-09T00:04:00,66035,1403/11/21
2025-02-09T00:05:00,66078,1403/11/21
2025-02-09T00:06:00,66054,1403/11/21
2025-02-09T00:07:00,66077,1403/11/21
2025-02-09T00:08:00,66040,1403/11/21
2025-02-09T00:09:00,66012,1403/11/21
2025-02-09T00:10:00,65998,1403/11/21
2025-02-09T00:11:00,65953,1403/11/21
2025-02-09T00:12:00,65954,1403/11/21
2025-02-09T00:13:00,65968,1403/11/21
2025-02-09T00:14:00,65975,1403/11/21
2025-02-09T00:15:00,65967,1403/11/21
2025-02-09T00:16:00,65928,1403/11/21
2025-02-09T00:17:00,65941,1403/11/21
2025-02-09T00:18:00,65924,1403/11/21
2025-02-09T00:19:00,65912,1403/11/21
2025-02-09T00:20:00,65905,1403/11/21
2025-02-09T00:21:00,65954,1403/11/21
2025-02-09T00:22:00,65959,1403/11/21
2025-02-09T00:23:00,66002,1403/11/21
2025-02-09T00:24:00,65987,1403/11/21
2025-02-09T00:25:00,65946,1403/11/21
2025-02-09T00:26:00,65951,1403/11/21
2025-02-09T00:27:00,65944,1403/11/21
2025-02-09T00:28:00,65989,1403/11/21
2025-02-09T00:29:00,65977,1403/11/21
2025-02-09T00:30:00,65959,1403/11/21
2025-02-09T00:31:00,65933,1403/11/21
2025-02-09T00:32:00,65946,1403/11/21
2025-02-09T00:33:00,65900,1403/11/21
2025-02-09T00:34:00,65863,1403/11/21
2025-02-09T00:35:00,65820,1403/11/21
2025-02-09T00:36:00,65808,1403/11/21
2025-02-09T00:37:00,65838,1403/11/21
2025-02-09T00:38:00,65798,1403/11/21
2025-02-09T00:39:00,65795,1403/11/21
2025-02-09T00:40:00,65796,1403/11/21
2025-02-09T00:41:00,65750,1403/11/21
2025-02-09T00:42:00,65757,1403/11/21
2025-02-09T00:43:00,65743,1403/11/21
2025-02-09T00:44:00,65788,1403/11/21
2025-02-09T00:45:00,65742,1403/11/21
2025-02-09T00:46:00,65693,1403/11/21
2025-02-09T00:47:00,65651,1403/11/21
2025-02-09T00:48:00,65682,1403/11/21
2025-02-09T00:49:00,65721,1403/11/21
2025-02-09T00:50:00,65709,1403/11/21
2025-02-09T00:51:00,65734,1403/11/21
2025-02-09T00:52:00,65685,1403/11/21
2025-02-09T00:53:00,65697,1403/11/21
2025-02-09T00:54:00,65707,1403/11/21
2025-02-09T00:55:00,65709,1403/11/21
2025-02-09T00:56:00,65741,1403/11/21
2025-02-09T00:57:00,65789,1403/11/21
2025-02-09T00:58:00,65758,1403/11/21
2025-02-09T00:59:00,65719,1403/11/21
2025-02-09T01:00:00,65729,1403/11/21
2025-02-09T01:01:00,65703,1403/11/21
2025-02-09T01:02:00,65686,1403/11/21
2025-02-09T01:03:00,65690,1403/11/21
2025-02-09T01:04:00,65740,1403/11/21
2025-02-09T01:05:00,65767,1403/11/21
2025-02-09T01:06:00,65785,1403/11/21
2025-02-09T01:07:00,65822,1403/11/21
2025-02-09T01:08:00,65868,1403/11/21
2025-02-09T01:09:00,65888,1403/11/21
2025-02-09T01:10:00,65855,1403/11/21
2025-02-09T01:11:00,65867,1403/11/21
2025-02-09T01:12:00,65894,1403/11/21
2025-02-09T01:13:00,65938,1403/11/21
2025-02-09T01:14:00,65962,1403/11/21
2025-02-09T01:15:00,65952,1403/11/21
2025-02-09T01:16:00,65967,1403/11/21
2025-02-09T01:17:00,65918,1403/11/21
2025-02-09T01:18:00,65913,1403/11/21
2025-02-09T01:19:00,65957,1403/11/21
2025-02-09T01:20:00,65923,1403/11/21
2025-02-09T01:21:00,65918,1403/11/21
2025-02-09T01:22:00,65872,1403/11/21
2025-02-09T01:23:00,65889,1403/11/21
2025-02-09T01:24:00,65879,1403/11/21
2025-02-09T01:25:00,65860,1403/11/21
2025-02-09T01:26:00,65838,1403/11/21
2025-02-09T01:27:00,65877,1403/11/21
2025-02-09T01:28:00,65852,1403/11/21
2025-02-09T01:29:00,65883,1403/11/21
2025-02-09T01:30:00,65854,1403/11/21
2025-02-09T01:31:00,65827,1403/11/21
2025-02-09T01:32:00,65829,1403/11/21
2025-02-09T01:33:00,65827,1403/11/21
2025-02-09T01:34:00,65851,1403/11/21
2025-02-09T01:35:00,65866,1403/11/21
2025-02-09T01:36:00,65827,1403/11/21
2025-02-09T01:37:00,65832,1403/11/21
2025-02-09T01:38:00,65854,1403/11/21
2025-02-09T01:39:00,65885,1403/11/21
2025-02-09T01:40:00,65897,1403/11/21
2025-02-09T01:41:00,65888,1403/11/21
2025-02-09T01:42:00,65920,1403/11/21
2025-02-09T01:43:00,65909,1403/11/21
2025-02-09T01:44:00,65951,1403/11/21
2025-02-09T01:45:00,65950,1403/11/21
2025-02-09T01:46:00,65965,1403/11/21
2025-02-09T01:47:00,65946,1403/11/21
2025-02-09T01:48:00,65996,1403/11/21
2025-02-09T01:49:00,65961,1403/11/21
2025-02-09T01:50:00,65998,1403/11/21
2025-02-09T01:51:00,65996,1403/11/21
2025-02-09T01:52:00,66040,1403/11/21
2025-02-09T01:53:00,66035,1403/11/21
2025-02-09T01:54:00,66073,1403/11/21
