date,price18
2025-03-05T00:00:00,66920
2025-03-05T00:01:00,66936
2025-03-05T00:02:00,66983
2025-03-05T00:03:00,67000
2025-03-05T00:04:00,67000
2025-03-05T00:05:00,67000
2025-03-05T00:06:00,66972
2025-03-05T00:07:00,66947
2025-03-05T00:08:00,66921
2025-03-05T00:09:00,66888
2025-03-05T00:10:00,66902
2025-03-05T00:11:00,66906
2025-03-05T00:12:00,66898
2025-03-05T00:13:00,66873
2025-03-05T00:14:00,66921
2025-03-05T00:15:00,66875
2025-03-05T00:16:00,66852
2025-03-05T00:17:00,66858
2025-03-05T00:18:00,66858
2025-03-05T00:19:00,66874
2025-03-05T00:20:00,66898
2025-03-05T00:21:00,66865
2025-03-05T00:22:00,66874
2025-03-05T00:23:00,66838
2025-03-05T00:24:00,66791
2025-03-05T00:25:00,66782
2025-03-05T00:26:00,66777
2025-03-05T00:27:00,66780
2025-03-05T00:28:00,66802
2025-03-05T00:29:00,66806
2025-03-05T00:30:00,66773
2025-03-05T00:31:00,66784
2025-03-05T00:32:00,66757
2025-03-05T00:33:00,66777
2025-03-05T00:34:00,66740
2025-03-05T00:35:00,66766
2025-03-05T00:36:00,66776
2025-03-05T00:37:00,66773
2025-03-05T00:38:00,66816
2025-03-05T00:39:00,66842
2025-03-05T00:40:00,66879
2025-03-05T00:41:00,66879
2025-03-05T00:42:00,66840
2025-03-05T00:43:00,66816
2025-03-05T00:44:00,66785
2025-03-05T00:45:00,66816
2025-03-05T00:46:00,66854
2025-03-05T00:47:00,66864
2025-03-05T00:48:00,66826
2025-03-05T00:49:00,66820
2025-03-05T00:50:00,66828
2025-03-05T00:51:00,66841
2025-03-05T00:52:00,66836
2025-03-05T00:53:00,66822
2025-03-05T00:54:00,66814
2025-03-05T00:55:00,66844
2025-03-05T00:56:00,66890
2025-03-05T00:57:00,66879
2025-03-05T00:58:00,66863
2025-03-05T00:59:00,66813
2025-03-05T01:00:00,66837
2025-03-05T01:01:00,66865
2025-03-05T01:02:00,66895
2025-03-05T01:03:00,66905
2025-03-05T01:04:00,66923
2025-03-05T01:05:00,66938
2025-03-05T01:06:00,66929
2025-03-05T01:07:00,66907
2025-03-05T01:08:00,66887
2025-03-05T01:09:00,66880
2025-03-05T01:10:00,66876
2025-03-05T01:11:00,66847
2025-03-05T01:12:00,66826
2025-03-05T01:13:00,66829
2025-03-05T01:14:00,66817
2025-03-05T01:15:00,66791
2025-03-05T01:16:00,66830
2025-03-05T01:17:00,66802
2025-03-05T01:18:00,66815
2025-03-05T01:19:00,66839
2025-03-05T01:20:00,66857
2025-03-05T01:21:00,66808
2025-03-05T01:22:00,66789
2025-03-05T01:23:00,66744
2025-03-05T01:24:00,66705
2025-03-05T01:25:00,66755
2025-03-05T01:26:00,66751
2025-03-05T01:27:00,66753
2025-03-05T01:28:00,66775
2025-03-05T01:29:00,66770
2025-03-05T01:30:00,66801
2025-03-05T01:31:00,66781
2025-03-05T01:32:00,66800
2025-03-05T01:33:00,66836
2025-03-05T01:34:00,66842
2025-03-05T01:35:00,66840
2025-03-05T01:36:00,66836
2025-03-05T01:37:00,66837
2025-03-05T01:38:00,66883
2025-03-05T01:39:00,66848
2025-03-05T01:40:00,66850
2025-03-05T01:41:00,66870
2025-03-05T01:42:00,66838
2025-03-05T01:43:00,66841
2025-03-05T01:44:00,66845
2025-03-05T01:45:00,66806
2025-03-05T01:46:00,66787
2025-03-05T01:47:00,66817
2025-03-05T01:48:00,66828
2025-03-05T01:49:00,66845
2025-03-05T01:50:00,66809
2025-03-05T01:51:00,66803
2025-03-05T01:52:00,66822
2025-03-05T01:53:00,66837
2025-03-05T01:54:00,66816
2025-03-05T01:55:00,66851
2025-03-05T01:56:00,66847
2025-03-05T01:57:00,66844
2025-03-05T01:58:00,66818
2025-03-05T01:59:00,66860
2025-03-05T02:00:00,66873
2025-03-05T02:01:00,66835
2025-03-05T02:02:00,66813
2025-03-05T02:03:00,66812
2025-03-05T02:04:00,66773
2025-03-05T02:05:00,66820
2025-03-05T02:06:00,66828
2025-03-05T02:07:00,66853
2025-03-05T02:08:00,66884
2025-03-05T02:09:00,66853
2025-03-05T02:10:00,66903
2025-03-05T02:11:00,66942
2025-03-05T02:12:00,66990
2025-03-05T02:13:00,67000
2025-03-05T02:14:00,66985
2025-03-05T02:15:00,66943
2025-03-05T02:16:00,66943
2025-03-05T02:17:00,66915
2025-03-05T02:18:00,66871
2025-03-05T02:19:00,66898
2025-03-05T02:20:00,66882
2025-03-05T02:21:00,66871
2025-03-05T02:22:00,66834
2025-03-05T02:23:00,66856
2025-03-05T02:24:00,66827
2025-03-05T02:25:00,66802
2025-03-05T02:26:00,66800
2025-03-05T02:27:00,66835
2025-03-05T02:28:00,66882
2025-03-05T02:29:00,66841
2025-03-05T02:30:00,66836
2025-03-05T02:31:00,66804
2025-03-05T02:32:00,66830
2025-03-05T02:33:00,66879
2025-03-05T02:34:00,66852
2025-03-05T02:35:00,66840
2025-03-05T02:36:00,66843
2025-03-05T02:37:00,66865
2025-03-05T02:38:00,66837
2025-03-05T02:39:00,66860
2025-03-05T02:40:00,66899
2025-03-05T02:41:00,66943
2025-03-05T02:42:00,66984
2025-03-05T02:43:00,66977
2025-03-05T02:44:00,66967
2025-03-05T02:45:00,66960
2025-03-05T02:46:00,66937
2025-03-05T02:47:00,66897
2025-03-05T02:48:00,66896
2025-03-05T02:49:00,66921
2025-03-05T02:50:00,66957
2025-03-05T02:51:00,66969
2025-03-05T02:52:00,66983
2025-03-05T02:53:00,66935
2025-03-05T02:54:00,66954
2025-03-05T02:55:00,66970
2025-03-05T02:56:00,66971
2025-03-05T02:57:00,66982
2025-03-05T02:58:00,66969
2025-03-05T02:59:00,66954
2025-03-05T03:00:00,66999
2025-03-05T03:01:00,67000
2025-03-05T03:02:00,66976
2025-03-05T03:03:00,66989
2025-03-05T03:04:00,67000
2025-03-05T03:05:00,67000
2025-03-05T03:06:00,66967
2025-03-05T03:07:00,66978
2025-03-05T03:08:00,66990
2025-03-05T03:09:00,66984
2025-03-05T03:10:00,66971
2025-03-05T03:11:00,66984
2025-03-05T03:12:00,66974
2025-03-05T03:13:00,66988
2025-03-05T03:14:00,66970
2025-03-05T03:15:00,66940
2025-03-05T03:16:00,66918
2025-03-05T03:17:00,66945
2025-03-05T03:18:00,66905
2025-03-05T03:19:00,66953
2025-03-05T03:20:00,66942
2025-03-05T03:21:00,66989
2025-03-05T03:22:00,66997
2025-03-05T03:23:00,67000
2025-03-05T03:24:00,66971
2025-03-05T03:25:00,66922
2025-03-05T03:26:00,66951
2025-03-05T03:27:00,66981
2025-03-05T03:28:00,66998
2025-03-05T03:29:00,67000
2025-03-05T03:30:00,66963
2025-03-05T03:31:00,66944
2025-03-05T03:32:00,66991
2025-03-05T03:33:00,67000
2025-03-05T03:34:00,67000
2025-03-05T03:35:00,67000
2025-03-05T03:36:00,66997
2025-03-05T03:37:00,67000
2025-03-05T03:38:00,67000
2025-03-05T03:39:00,67000
2025-03-05T03:40:00,66984
2025-03-05T03:41:00,66968
2025-03-05T03:42:00,66929
2025-03-05T03:43:00,66885
2025-03-05T03:44:00,66870
2025-03-05T03:45:00,66862
2025-03-05T03:46:00,66860
2025-03-05T03:47:00,66817
2025-03-05T03:48:00,66848
2025-03-05T03:49:00,66812
2025-03-05T03:50:00,66850
2025-03-05T03:51:00,66869
2025-03-05T03:52:00,66864
2025-03-05T03:53:00,66880
2025-03-05T03:54:00,66836
