date,price18,j_date
2025-03-26T00:00:00,65721,1404/01/06
2025-03-26T00:01:00,65741,1404/01/06
2025-03-26T00:02:00,65699,1404/01/06
2025-03-26T00:03:00,65699,1404/01/06
2025-03-26T00:04:00,65676,1404/01/06
2025-03-26T00:05:00,65710,1404/01/06
2025-03-26T00:06:00,65725,1404/01/06
2025-03-26T00:07:00,65761,1404/01/06
2025-03-26T00:08:00,65729,1404/01/06
2025-03-26T00:09:00,65746,1404/01/06
2025-03-26T00:10:00,65783,1404/01/06
2025-03-26T00:11:00,65799,1404/01/06
2025-03-26T00:12:00,65848,1404/01/06
2025-03-26T00:13:00,65862,1404/01/06
2025-03-26T00:14:00,65869,1404/01/06
2025-03-26T00:15:00,65880,1404/01/06
2025-03-26T00:16:00,65911,1404/01/06
2025-03-26T00:17:00,65936,1404/01/06
2025-03-26T00:18:00,65921,1404/01/06
2025-03-26T00:19:00,65892,1404/01/06
2025-03-26T00:20:00,65891,1404/01/06
2025-03-26T00:21:00,65869,1404/01/06
2025-03-26T00:22:00,65836,1404/01/06
2025-03-26T00:23:00,65818,1404/01/06
2025-03-26T00:24:00,65847,1404/01/06
2025-03-26T00:25:00,65833,1404/01/06
2025-03-26T00:26:00,65847,1404/01/06
2025-03-26T00:27:00,65841,1404/01/06
2025-03-26T00:28:00,65882,1404/01/06
2025-03-26T00:29:00,65918,1404/01/06
2025-03-26T00:30:00,65959,1404/01/06
2025-03-26T00:31:00,65929,1404/01/06
2025-03-26T00:32:00,65906,1404/01/06
2025-03-26T00:33:00,65930,1404/01/06
2025-03-26T00:34:00,65904,1404/01/06
2025-03-26T00:35:00,65890,1404/01/06
2025-03-26T00:36:00,65883,1404/01/06
2025-03-26T00:37:00,65858,1404/01/06
2025-03-26T00:38:00,65819,1404/01/06
2025-03-26T00:39:00,65814,1404/01/06
2025-03-26T00:40:00,65823,1404/01/06
2025-03-26T00:41:00,65833,1404/01/06
2025-03-26T00:42:00,65824,1404/01/06
2025-03-26T00:43:00,65862,1404/01/06
2025-03-26T00:44:00,65867,1404/01/06
2025-03-26T00:45:00,65884,1404/01/06
2025-03-26T00:46:00,65914,1404/01/06
2025-03-26T00:47:00,65875,1404/01/06
2025-03-26T00:48:00,65859,1404/01/06
2025-03-26T00:49:00,65813,1404/01/06
2025-03-26T00:50:00,65826,1404/01/06
2025-03-26T00:51:00,65793,1404/01/06
2025-03-26T00:52:00,65835,1404/01/06
2025-03-26T00:53:00,65866,1404/01/06
2025-03-26T00:54:00,65869,1404/01/06
2025-03-26T00:55:00,65903,1404/01/06
2025-03-26T00:56:00,65865,1404/01/06
2025-03-26T00:57:00,65859,1404/01/06
2025-03-26T00:58:00,65897,1404/01/06
2025-03-26T00:59:00,65937,1404/01/06
2025-03-26T01:00:00,65955,1404/01/06
2025-03-26T01:01:00,65992,1404/01/06
2025-03-26T01:02:00,66041,1404/01/06
2025-03-26T01:03:00,65995,1404/01/06
2025-03-26T01:04:00,66033,1404/01/06
2025-03-26T01:05:00,66059,1404/01/06
2025-03-26T01:06:00,66092,1404/01/06
2025-03-26T01:07:00,66127,1404/01/06
2025-03-26T01:08:00,66137,1404/01/06
2025-03-26T01:09:00,66115,1404/01/06
2025-03-26T01:10:00,66106,1404/01/06
2025-03-26T01:11:00,66136,1404/01/06
2025-03-26T01:12:00,66185,1404/01/06
2025-03-26T01:13:00,66143,1404/01/06
2025-03-26T01:14:00,66149,1404/01/06
2025-03-26T01:15:00,66108,1404/01/06
2025-03-26T01:16:00,66158,1404/01/06
2025-03-26T01:17:00,66118,1404/01/06
2025-03-26T01:18:00,66168,1404/01/06
2025-03-26T01:19:00,66164,1404/01/06
2025-03-26T01:20:00,66164,1404/01/06
2025-03-26T01:21:00,66147,1404/01/06
