date,price18
2025-02-12T00:00:00,65803
2025-02-12T00:01:00,65778
2025-02-12T00:02:00,65757
2025-02-12T00:03:00,65788
2025-02-12T00:04:00,65773
2025-02-12T00:05:00,65806
2025-02-12T00:06:00,65845
2025-02-12T00:07:00,65882
2025-02-12T00:08:00,65878
2025-02-12T00:09:00,65901
2025-02-12T00:10:00,65875
2025-02-12T00:11:00,65911
2025-02-12T00:12:00,65957
2025-02-12T00:13:00,65974
2025-02-12T00:14:00,65948
2025-02-12T00:15:00,65941
2025-02-12T00:16:00,65904
2025-02-12T00:17:00,65884
2025-02-12T00:18:00,65895
2025-02-12T00:19:00,65858
2025-02-12T00:20:00,65850
2025-02-12T00:21:00,65873
2025-02-12T00:22:00,65872
2025-02-12T00:23:00,65858
2025-02-12T00:24:00,65864
2025-02-12T00:25:00,65907
2025-02-12T00:26:00,65865
2025-02-12T00:27:00,65837
2025-02-12T00:28:00,65862
2025-02-12T00:29:00,65819
2025-02-12T00:30:00,65852
2025-02-12T00:31:00,65883
2025-02-12T00:32:00,65878
2025-02-12T00:33:00,65904
2025-02-12T00:34:00,65914
2025-02-12T00:35:00,65918
2025-02-12T00:36:00,65881
2025-02-12T00:37:00,65857
2025-02-12T00:38:00,65900
2025-02-12T00:39:00,65932
2025-02-12T00:40:00,65929
2025-02-12T00:41:00,65894
2025-02-12T00:42:00,65907
2025-02-12T00:43:00,65921
2025-02-12T00:44:00,65904
2025-02-12T00:45:00,65857
2025-02-12T00:46:00,65828
2025-02-12T00:47:00,65810
2025-02-12T00:48:00,65789
2025-02-12T00:49:00,65838
2025-02-12T00:50:00,65834
2025-02-12T00:51:00,65816
2025-02-12T00:52:00,65838
2025-02-12T00:53:00,65809
2025-02-12T00:54:00,65835
2025-02-12T00:55:00,65866
2025-02-12T00:56:00,65904
2025-02-12T00:57:00,65906
2025-02-12T00:58:00,65864
2025-02-12T00:59:00,65897
2025-02-12T01:00:00,65902
2025-02-12T01:01:00,65852
2025-02-12T01:02:00,65824
2025-02-12T01:03:00,65809
2025-02-12T01:04:00,65859
2025-02-12T01:05:00,65872
2025-02-12T01:06:00,65857
2025-02-12T01:07:00,65905
2025-02-12T01:08:00,65875
2025-02-12T01:09:00,65844
2025-02-12T01:10:00,65846
2025-02-12T01:11:00,65818
2025-02-12T01:12:00,65843
2025-02-12T01:13:00,65833
2025-02-12T01:14:00,65853
2025-02-12T01:15:00,65814
2025-02-12T01:16:00,65848
2025-02-12T01:17:00,65810
2025-02-12T01:18:00,65767
2025-02-12T01:19:00,65731
2025-02-12T01:20:00,65681
2025-02-12T01:21:00,65681
2025-02-12T01:22:00,65673
2025-02-12T01:23:00,65652
2025-02-12T01:24:00,65640
2025-02-12T01:25:00,65676
2025-02-12T01:26:00,65678
2025-02-12T01:27:00,65646
2025-02-12T01:28:00,65676
2025-02-12T01:29:00,65645
2025-02-12T01:30:00,65680
2025-02-12T01:31:00,65705
2025-02-12T01:32:00,65732
2025-02-12T01:33:00,65689
2025-02-12T01:34:00,65687
2025-02-12T01:35:00,65662
2025-02-12T01:36:00,65711
2025-02-12T01:37:00,65665
2025-02-12T01:38:00,65698
2025-02-12T01:39:00,65737
2025-02-12T01:40:00,65703
2025-02-12T01:41:00,65749
2025-02-12T01:42:00,65775
2025-02-12T01:43:00,65744
2025-02-12T01:44:00,65755
2025-02-12T01:45:00,65743
2025-02-12T01:46:00,65698
2025-02-12T01:47:00,65688
2025-02-12T01:48:00,65658
2025-02-12T01:49:00,65690
2025-02-12T01:50:00,65699
2025-02-12T01:51:00,65724
2025-02-12T01:52:00,65751
2025-02-12T01:53:00,65719
2025-02-12T01:54:00,65763
2025-02-12T01:55:00,65742
2025-02-12T01:56:00,65730
2025-02-12T01:57:00,65754
2025-02-12T01:58:00,65706
2025-02-12T01:59:00,65744
2025-02-12T02:00:00,65760
2025-02-12T02:01:00,65762
2025-02-12T02:02:00,65718
2025-02-12T02:03:00,65714
2025-02-12T02:04:00,65694
2025-02-12T02:05:00,65658
2025-02-12T02:06:00,65643
2025-02-12T02:07:00,65627
2025-02-12T02:08:00,65582
2025-02-12T02:09:00,65548
2025-02-12T02:10:00,65505
2025-02-12T02:11:00,65470
2025-02-12T02:12:00,65514
2025-02-12T02:13:00,65517
2025-02-12T02:14:00,65567
2025-02-12T02:15:00,65554
2025-02-12T02:16:00,65537
2025-02-12T02:17:00,65577
2025-02-12T02:18:00,65527
2025-02-12T02:19:00,65510
2025-02-12T02:20:00,65551
2025-02-12T02:21:00,65522
2025-02-12T02:22:00,65495
2025-02-12T02:23:00,65457
2025-02-12T02:24:00,65449
2025-02-12T02:25:00,65473
2025-02-12T02:26:00,65461
2025-02-12T02:27:00,65487
2025-02-12T02:28:00,65519
2025-02-12T02:29:00,65508
2025-02-12T02:30:00,65498
2025-02-12T02:31:00,65525
2025-02-12T02:32:00,65547
2025-02-12T02:33:00,65558
2025-02-12T02:34:00,65534
2025-02-12T02:35:00,65575
2025-02-12T02:36:00,65525
2025-02-12T02:37:00,65524
2025-02-12T02:38:00,65515
2025-02-12T02:39:00,65559
2025-02-12T02:40:00,65531
2025-02-12T02:41:00,65511
2025-02-12T02:42:00,65462
2025-02-12T02:43:00,65483
2025-02-12T02:44:00,65496
2025-02-12T02:45:00,65528
2025-02-12T02:46:00,65488
2025-02-12T02:47:00,65532
2025-02-12T02:48:00,65547
2025-02-12T02:49:00,65585
2025-02-12T02:50:00,65583
2025-02-12T02:51:00,65549
2025-02-12T02:52:00,65527
2025-02-12T02:53:00,65478
2025-02-12T02:54:00,65450
2025-02-12T02:55:00,65429
2025-02-12T02:56:00,65405
2025-02-12T02:57:00,65376
2025-02-12T02:58:00,65382
2025-02-12T02:59:00,65413
2025-02-12T03:00:00,65429
2025-02-12T03:01:00,65387
2025-02-12T03:02:00,65389
2025-02-12T03:03:00,65379
2025-02-12T03:04:00,65424
2025-02-12T03:05:00,65417
2025-02-12T03:06:00,65423
2025-02-12T03:07:00,65467
2025-02-12T03:08:00,65515
2025-02-12T03:09:00,65531
2025-02-12T03:10:00,65552
2025-02-12T03:11:00,65578
2025-02-12T03:12:00,65538
2025-02-12T03:13:00,65551
2025-02-12T03:14:00,65584
2025-02-12T03:15:00,65571
2025-02-12T03:16:00,65563
2025-02-12T03:17:00,65597
2025-02-12T03:18:00,65642
2025-02-12T03:19:00,65666
2025-02-12T03:20:00,65623
2025-02-12T03:21:00,65638
2025-02-12T03:22:00,65602
2025-02-12T03:23:00,65633
2025-02-12T03:24:00,65635
2025-02-12T03:25:00,65628
2025-02-12T03:26:00,65675
2025-02-12T03:27:00,65714
2025-02-12T03:28:00,65734
2025-02-12T03:29:00,65709
2025-02-12T03:30:00,65685
2025-02-12T03:31:00,65668
2025-02-12T03:32:00,65717
2025-02-12T03:33:00,65701
2025-02-12T03:34:00,65728
2025-02-12T03:35:00,65752
2025-02-12T03:36:00,65767
2025-02-12T03:37:00,65795
2025-02-12T03:38:00,65777
2025-02-12T03:39:00,65740
2025-02-12T03:40:00,65766
2025-02-12T03:41:00,65750
2025-02-12T03:42:00,65724
2025-02-12T03:43:00,65692
2025-02-12T03:44:00,65715
2025-02-12T03:45:00,65716
2025-02-12T03:46:00,65722
2025-02-12T03:47:00,65690
2025-02-12T03:48:00,65704
2025-02-12T03:49:00,65698
2025-02-12T03:50:00,65657
2025-02-12T03:51:00,65680
2025-02-12T03:52:00,65669
2025-02-12T03:53:00,65663
2025-02-12T03:54:00,65648
2025-02-12T03:55:00,65601
2025-02-12T03:56:00,65562
2025-02-12T03:57:00,65581
2025-02-12T03:58:00,65548
2025-02-12T03:59:00,65584
2025-02-12T04:00:00,65610
2025-02-12T04:01:00,65638
2025-02-12T04:02:00,65628
2025-02-12T04:03:00,65625
2025-02-12T04:04:00,65638
2025-02-12T04:05:00,65596
2025-02-12T04:06:00,65624
2025-02-12T04:07:00,65636
2025-02-12T04:08:00,65673
2025-02-12T04:09:00,65630
2025-02-12T04:10:00,65644
2025-02-12T04:11:00,65672
2025-02-12T04:12:00,65686
2025-02-12T04:13:00,65693
2025-02-12T04:14:00,65726
2025-02-12T04:15:00,65772
2025-02-12T04:16:00,65787
2025-02-12T04:17:00,65769
2025-02-12T04:18:00,65767
2025-02-12T04:19:00,65751
2025-02-12T04:20:00,65797
2025-02-12T04:21:00,65806
2025-02-12T04:22:00,65790
2025-02-12T04:23:00,65810
2025-02-12T04:24:00,65833
2025-02-12T04:25:00,65852
2025-02-12T04:26:00,65821
2025-02-12T04:27:00,65773
2025-02-12T04:28:00,65728
2025-02-12T04:29:00,65721
2025-02-12T04:30:00,65759
2025-02-12T04:31:00,65808
2025-02-12T04:32:00,65847
2025-02-12T04:33:00,65897
2025-02-12T04:34:00,65899
2025-02-12T04:35:00,65896
2025-02-12T04:36:00,65913
2025-02-12T04:37:00,65955
2025-02-12T04:38:00,65926
